,title,recipe_data_output,model_output
508,skillet pineapple upside down cake,"[""'butter'"", ""'brown sugar'"", ""'pineapple'"", ""'maraschino cherries'"", ""'eggs'"", ""'salt'"", ""'cake flour'"", ""'vanilla'"", ""'baking powder'"", ""'milk'"", ""'butter'"", ""'sugar'""]","

Flour, sugar, baking powder, salt, butter, eggs, pineapple slices, brown sugar, maraschino cherries"
509,kim s chicken alfredo pizza,"[""'light alfredo sauce'"", ""'green pepper'"", ""'onion'"", ""'jalapenos'"", ""'garlic'"", ""'pepper'"", ""'jerk spice'"", ""'parsley flakes'"", ""'chicken breasts'"", ""'mozzarella cheese'"", ""'pizza crust'"", ""'cornmeal'""]","

Chicken, Alfredo Sauce, Mozzarella Cheese, Parmesan Cheese, Garlic, Parsley, Olive Oil, Pizza Dough"
510,don hill s lasagna,"[""'hamburger'"", ""'onion'"", ""'bell pepper'"", ""'garlic'"", ""'spaghetti sauce'"", ""'salt'"", ""'hearty wide egg noodles'"", ""'mozzarella cheese'"", ""'parmesan cheese'"", ""'cheddar cheese'""]","

Ground beef, Italian sausage, ricotta cheese, mozzarella cheese, parmesan cheese, tomato sauce, lasagna noodles, garlic, onion, oregano, basil, parsley, salt, pepper."
511,layered salad,"[""'head lettuce'"", ""'red onion'"", ""'bacon'"", ""'cauliflower'"", ""'sugar'"", ""'mayonnaise'"", ""'parmesan cheese'""]","

Lettuce, tomatoes, cucumbers, onions, carrots, bacon, cheese, hard-boiled eggs, croutons, olives, avocado, bell peppers, crumbled feta cheese."
512,apple cream coffee cake,"[""'walnuts'"", ""'cinnamon'"", ""'sugar'"", ""'butter'"", ""'eggs'"", ""'vanilla'"", ""'flour'"", ""'baking powder'"", ""'baking soda'"", ""'salt'"", ""'sour cream'"", ""'apple'""]","

Flour, Sugar, Baking Powder, Salt, Butter, Eggs, Milk, Vanilla Extract, Apples, Cream Cheese, Cinnamon, Brown Sugar"
513,apple crunch,"[""'apples'"", ""'brown sugar'"", ""'margarine'"", ""'flour'"", ""'white sugar'"", ""'salt'"", ""'cinnamon'"", ""'egg'""]","

Apples, sugar, flour, butter, cinnamon, nutmeg."
514,ambrosia,"[""'pineapple'"", ""'orange segments'"", ""'grapes'"", ""'marshmallows'"", ""'flaked coconut'"", ""'nuts'"", ""'sour cream'"", ""'sugar'""]","

Coconut, mandarin oranges, mini marshmallows, sour cream, pineapple, maraschino cherries, walnuts, shredded coconut, yogurt."
515,chocolate covered cherries,"[""'butter'"", ""'marshmallow cream'"", ""'salt'"", ""'almond flavoring'"", ""'confectioners sugar'"", ""'maraschino cherries'"", ""'chocolate chips'"", ""'cake paraffin'""]","

Cherries, sugar, corn syrup, water, cocoa, natural and artificial flavors, salt, citric acid, potassium sorbate, red 40."
516,pork medallions,"[""'lean'"", ""'olive oil'"", ""'garlic'"", ""'rosemary'"", ""'lemon juice'"", ""'salt'"", ""'black pepper'""]","

Pork medallions, olive oil, garlic, salt, pepper, thyme, rosemary, white wine, butter."
517,coconut kisses,"[""'egg whites'"", ""'sugar'"", ""'vanilla'"", ""'cornflakes'"", ""'flaked coconut'"", ""'pecans'""]","

Coconut, sugar, condensed milk, butter, vanilla extract, salt"
518,lemon chess pie,"[""'sugar'"", ""'eggs'"", ""'flour'"", ""'cornmeal'"", ""'milk'"", ""'butter'"", ""'lemon juice'""]","

Eggs, butter, sugar, lemon juice, cornmeal, flour, salt, vanilla extract"
519,oatmeal chocolate chip cookies,"[""'butter'"", ""'brown sugar'"", ""'eggs'"", ""'vanilla'"", ""'baking soda'"", ""'chocolate chips'"", ""'nuts'"", ""'sugar'"", ""'milk'"", ""'flour'"", ""'oatmeal'""]","

Flour, rolled oats, baking soda, salt, butter, brown sugar, granulated sugar, eggs, vanilla extract, chocolate chips"
520,dirty pudding,"[""'oreo cookies'"", ""'cream cheese'"", ""'powdered sugar'"", ""'milk'""]","

Milk, sugar, cornstarch, cocoa powder, butter, vanilla extract, salt"
521,pickled bologna,"[""'white vinegar'"", ""'sugar'"", ""'salt'"", ""'pickling spice'""]","

Vinegar, Water, Salt, Sugar, Mustard Seed, Garlic, Cloves, Allspice, Bay Leaves"
522,nutty oven fried chicken,"[""'buttermilk biscuit mix'"", ""'pecans'"", ""'paprika'"", ""'salt'"", ""'poultry seasoning'"", ""'sage'"", ""'chicken'"", ""'milk'"", ""'margarine'""]","

Egg, Flour, Salt, Pepper, Paprika, Garlic Powder, Onion Powder, Pecans, Chicken Breasts"
523,wayne s cajun bean soup,"[""'potatoes'"", ""'onion'"", ""'celery'"", ""'northern beans'"", ""'tomatoes'"", ""'tomato soup'"", ""'chili powder'"", ""'sausage'""]","

onion, celery, garlic, red kidney beans, black beans, vegetable broth, diced tomatoes, cajun seasoning, bay leaves, thyme, oregano, parsley, olive oil, salt, pepper."
524,grandma s cheesecake new york style,"[""'graham cracker crumbs'"", ""'sugar'"", ""'butter'"", ""'cream cheese'"", ""'sugar'"", ""'eggs'"", ""'sour cream'"", ""'vanilla'""]","

Cream cheese, sugar, eggs, vanilla extract, graham cracker crumbs, butter, sour cream, heavy cream, lemon juice."
525,preacher cookies,"[""'sugar'"", ""'butter'"", ""'milk'"", ""'powdered cocoa'"", ""'oats'"", ""'vanilla'""]","

Flour, sugar, butter, eggs, vanilla extract, baking soda, salt, cinnamon, nutmeg, oats, raisins"
526,punch bowl cake,"[""'yellow cake'"", ""'vanilla pudding'"", ""'cherry pie filling'"", ""'pineapple'"", ""'frozen coconut'"", ""'pecans'""]","

Eggs, sugar, butter, all-purpose flour, baking powder, milk, vanilla extract, orange juice, pineapple juice, lemon juice, maraschino cherries, pecans, coconut flakes."
527,sour cream apple pie,"[""'shell'"", ""'sugar'"", ""'all-purpose'"", ""'ground nutmeg'"", ""'ground cinnamon'"", ""'butter'"", ""'green apples'"", ""'lemon juice'"", ""'sour cream'""]","

Flour, butter, sugar, salt, sour cream, apples, cinnamon, nutmeg, lemon juice"
528,meat loaf,"[""'ground round'"", ""'whole wheat bread'"", ""'milk'"", ""'egg'"", ""'onion'"", ""'salt'"", ""'pepper'"", ""'worcestershire sauce'"", ""'catsup'""]","

Ground beef, Onion, Breadcrumbs, Egg, Worcestershire sauce, Garlic, Salt, Pepper, Ketchup, Milk"
529,cumin rice dish,"[""'rice'"", ""'onion'"", ""'bell pepper'"", ""'consomme'"", ""'cumin'"", ""'salt'"", ""'worcestershire sauce'"", ""'bacon fat'""]","

rice, cumin, onion, garlic, ginger, vegetable oil, salt, pepper, turmeric, cayenne pepper, bay leaves, cinnamon, cardamom, cloves"
530,prune punch cake,"[""'crisco'"", ""'eggs'"", ""'prune juice'"", ""'soda'"", ""'cinnamon'"", ""'sugar'"", ""'prunes'"", ""'flour'"", ""'salt'"", ""'nutmeg'""]","

Flour, baking powder, baking soda, salt, butter, sugar, eggs, prune juice, vanilla extract, chopped prunes, walnuts"
531,danish cake,"[""'shortening'"", ""'sugar'"", ""'eggs'"", ""'flour'"", ""'soda'"", ""'salt'"", ""'buttermilk'"", ""'orange juice'"", ""'nuts'"", ""'dates'"", ""'orange rind'"", ""'vanilla'""]","

Flour, Sugar, Eggs, Butter, Milk, Baking Powder, Vanilla Extract, Salt"
532,sherried beef,"[""'chuck cubes'"", ""'onion soup'"", ""'cream of celery soup'"", ""'sherry'""]","

Beef, Sherry, Onion, Garlic, Carrots, Celery, Thyme, Bay Leaf, Olive Oil, Salt, Pepper"
533,french potato soup,"[""'red potatoes'"", ""'onion'"", ""'parkay margarine'"", ""'milk'"", ""'salt'""]","

Potatoes, Onion, Carrot, Celery, Garlic, Vegetable Stock, Butter, Milk, Cream, Parsley, Salt, Pepper"
534,walla walla onion pie,"[""'sweet onions'"", ""'olive oil'"", ""'butter'"", ""'eggs'"", ""'flour'"", ""'salt'"", ""'pepper'"", ""'nutmeg'"", ""'swiss cheese'"", ""'parsley'""]","

Onions, butter, eggs, cream, salt, pepper, nutmeg, cheddar cheese, puff pastry."
535,coal flowers,"[""'coal'"", ""'clear glass bowl'"", ""'water'"", ""'blueing'"", ""'salt'"", ""'coloring'""]","

Coal, Beeswax, Shea Butter, Coconut Oil, Olive Oil, Jojoba Oil, Vitamin E, Essential Oils"
536,raisin walnut bread,"[""'raisins'"", ""'water'"", ""'baking soda'"", ""'oil'"", ""'eggs'"", ""'sugar'"", ""'vanilla'"", ""'flour'"", ""'salt'"", ""'walnuts'""]","

Flour, Raisins, Walnuts, Yeast, Salt, Sugar, Butter, Milk"
537,sausage stars,"[""'sausage'"", ""'cheddar cheese'"", ""'grated monterey'"", ""'olives'"", ""'red peppers'"", ""'wrappers'"", ""'vegetable oil'""]","

Ground pork, breadcrumbs, garlic, onion, parsley, sage, thyme, salt, pepper, nutmeg, cayenne pepper."
538,dijon chicken,"[""'chicken breasts'"", ""'pepper'"", ""'sour cream'"", ""'italian breadcrumbs'"", ""'parsley'"", ""'salt'"", ""'garlic'"", ""'mustard'""]","

Chicken, Dijon mustard, olive oil, garlic, lemon juice, honey, thyme, rosemary, salt, pepper."
539,sweet potato or pumpkin cake,"[""'eggs'"", ""'brown sugar'"", ""'butter'"", ""'vanilla'"", ""'sweet potatoes'"", ""'flour'"", ""'baking powder'"", ""'soda'"", ""'cinnamon'"", ""'nutmeg'"", ""'ginger'"", ""'raisins'"", ""'pineapple'"", ""'pecans'""]","

Flour, Sugar, Baking Powder, Baking Soda, Salt, Pumpkin or Sweet Potato Puree, Milk, Eggs, Vanilla Extract, Cinnamon, Nutmeg, Cloves, Butter"
540,bouillabaisse,"[""'onions'"", ""'leeks'"", ""'olive oil'"", ""'garlic'"", ""'tomatoes'"", ""'water'"", ""'parsley sprigs'"", ""'thyme'"", ""'saffron'"", ""'fish heads'"", ""'shellfish'"", ""'firm white fish'""]","

Fish, onions, garlic, tomatoes, saffron, fennel, olive oil, white wine, orange zest, bay leaves, thyme, parsley, potatoes, mussels, prawns, crab, lobster."
541,earthquake cake,"[""'chocolate cake'"", ""'coconut'"", ""'pecans'"", ""'philadelphia cream cheese'"", ""'oleo'"", ""'confectioners sugar'""]","

Cake mix, butter, cream cheese, chopped pecans, coconut, vanilla instant pudding mix, evaporated milk, powdered sugar"
542,ham cheese ball,"[""'cream cheese'"", ""'mayonnaise'"", ""'ground'"", ""'parsley'"", ""'green onions'"", ""'dried mustard'"", ""'hot tabasco'"", ""'pecans'""]","

Cream cheese, ham, green onions, Worcestershire sauce, garlic powder, cheddar cheese, parsley, pecans."
543,orange julius,"[""'couple of oranges'"", ""'honey'""]","

Orange juice concentrate, sugar, water, egg whites, vanilla extract, milk, ice cubes"
544,quick potato salad,"[""'quartered red potatoes'"", ""'green onions'"", ""'green pepper'"", ""'salad dressing'"", ""'coarse ground mustard'""]","

Potatoes, Mayonnaise, Mustard, Onion, Celery, Salt, Pepper"
545,banana bread,"[""'margarine'"", ""'sugar'"", ""'baking powder'"", ""'milk'"", ""'pecans'"", ""'eggs'"", ""'flour'"", ""'salt'"", ""'bananas'"", ""'vanilla'""]","

Flour, sugar, baking soda, baking powder, salt, butter, eggs, bananas, vanilla extract, walnuts (optional)"
546,smooth n creamy frosting,"[""'confectioners sugar'"", ""'cold milk'""]","

Butter, powdered sugar, cream cheese, vanilla extract, heavy cream"
547,plattar swedish pancakes,"[""'flour'"", ""'sugar'"", ""'salt'"", ""'eggs'"", ""'milk'""]","

Eggs, Flour, Milk, Salt, Butter, Sugar"
548,rhubarb and orange marmalade,"[""'rhubarb'"", ""'sugar'"", ""'oranges'""]","

Rhubarb, Oranges, Sugar, Lemon Juice, Pectin"
549,chinese chicken salad,"[""'chicken breasts'"", ""'saifon'"", ""'wide chinese'"", ""'head lettuce'"", ""'cucumbers'"", ""'stalks celery'"", ""'bell pepper'"", ""'bunches scallions'"", ""'radishes'"", ""'white sesame seed'""]","

Chicken, cabbage, carrots, celery, green onions, sesame oil, soy sauce, rice vinegar, honey, garlic, ginger, sesame seeds."
550,shirley temple nonalcoholic mixed drink,"[""'grenadine'"", ""'ginger ale'"", ""'maraschino cherry'"", ""'orange slice'""]","

Ginger ale, grenadine syrup, maraschino cherry, orange slice, lime slice"
551,nannaw s jam cake,"[""'oleo'"", ""'sugar'"", ""'blackberry jam'"", ""'allspice'"", ""'cinnamon'"", ""'nutmeg'"", ""'cloves'"", ""'eggs'"", ""'flour'"", ""'baking powder'"", ""'soda'"", ""'buttermilk'""]","

Flour, sugar, butter, eggs, baking powder, milk, jam, vanilla extract"
552,marinated cucumber and sweet onion salad,"[""'sweet onions'"", ""'cucumbers'"", ""'salt'"", ""'dark vinegar'"", ""'water'"", ""'sugar'"", ""'pepper'""]","

Cucumber, Sweet Onion, Olive Oil, White Wine Vinegar, Salt, Pepper, Garlic, Parsley, Dill"
553,irish stew,"[""'bbq'"", ""'white chicken'"", ""'corn'"", ""'tomatoes'""]","

Potatoes, Carrots, Onions, Lamb, Beef Stock, Parsley, Thyme, Bay Leaves, Salt, Pepper"
554,flaky pie crust,"[""'warm milk'"", ""'solid shortening'"", ""'flour'""]","

Flour, Salt, Shortening, Cold Water"
555,frozen salad,"[""'marshmallows'"", ""'whipping cream'"", ""'pimento cheese'"", ""'miracle'"", ""'pineapple'"", ""'walnuts'""]","

Lettuce, Carrots, Tomatoes, Cucumbers, Olives, Peppers, Onions, Cheese, Croutons"
556,doughnuts,"[""'flour'"", ""'baking powder'"", ""'cinnamon'"", ""'salt'"", ""'nutmeg'"", ""'eggs'"", ""'sugar'"", ""'vanilla'"", ""'milk'"", ""'margarine'""]","

Flour, sugar, yeast, salt, butter, eggs, milk, vegetable oil"
557,holiday broccoli,"[""'broccoli'"", ""'chicken bouillon cubes'"", ""'condensed cream'"", ""'cheese'"", ""'pimento'""]","

Garlic, Olive Oil, Broccoli, Salt, Pepper, Red Pepper Flakes, Parmesan Cheese"
558,crystal s cherry delight,"[""'cream cheese'"", ""'milk'"", ""'cherry pie filling'"", ""'crackers'""]","

Cherries, sugar, cornstarch, butter, almond extract, lemon juice, salt."
559,pretty party punch,"[""'liter'"", ""'apple juice concentrate'"", ""'white grape juice'"", ""'lemons'""]","

Lemonade, Orange Juice, Cranberry Juice, Pineapple Juice, Ginger Ale, Maraschino Cherries, Orange Slices, Fresh Mint Leaves"
560,vinegar pie crust,"[""'flour'"", ""'sugar'"", ""'salt'"", ""'shortening'"", ""'cold water'"", ""'vinegar'"", ""'egg'""]","

Flour, Salt, Shortening, Vinegar, Cold Water"
561,macaroni pie,"[""'macaroni'"", ""'cheddar cheese'"", ""'milk'"", ""'salt'"", ""'pepper'"", ""'egg'"", ""'butter'""]","

Macaroni, butter, eggs, milk, cheddar cheese, salt, pepper, nutmeg"
562,ice cream,"[""'eggs'"", ""'sugar'"", ""'milk'"", ""'condensed milk'"", ""'milk'"", ""'vanilla flavoring'"", ""'salt'""]","

Milk, Cream, Sugar, Flavoring, Colorings, Emulsifiers, Stabilizers"
563,power cookies,"[""'brown sugar'"", ""'sugar'"", ""'butter'"", ""'vegetable shortening'"", ""'eggs'"", ""'vanilla'"", ""'all-purpose'"", ""'salt'"", ""'baking soda'"", ""'oats'"", ""'coconut'"", ""'raisins'"", ""'chocolate chips'"", ""'nuts'""]","

Oats, dark chocolate chips, dried cranberries, walnuts, coconut flakes, almond butter, honey, vanilla extract, baking soda, salt."
564,german potato salad,"[""'potatoes'"", ""'bacon'"", ""'onion'"", ""'flour'"", ""'sugar'"", ""'salt'"", ""'celery'"", ""'vinegar'"", ""'eggs'"", ""'water'"", ""'bacon fat'"", ""'pepper'""]","

Potatoes, bacon, onion, celery, vinegar, sugar, mustard, salt, pepper, oil."
565,zucchini relish,"[""'ground zucchini'"", ""'onions'"", ""'coarse salt'"", ""'white vinegar'"", ""'nutmeg'"", ""'sugar'"", ""'pepper'"", ""'red'""]","

Onion, Zucchini, Green Bell Pepper, Red Bell Pepper, Apple Cider Vinegar, Sugar, Mustard Seeds, Celery Seeds, Salt, Turmeric, Ground Cloves"
566,vienna coffee,"[""'powdered nondairy creamer'"", ""'sugar'"", ""'instant coffee'"", ""'ground cinnamon'""]","

Coffee, Milk, Sugar, Whipped Cream, Chocolate Syrup, Cinnamon, Vanilla Extract, Caramel Syrup."
567,strawberry bottom cheesecake pie,"[""'graham cracker pie crust'"", ""'cream cheese'"", ""'sugar'"", ""'sour cream'"", ""'vanilla'"", ""'frozen nondairy whipped topping'"", ""'fresh strawberries'"", ""'strawberry glaze'""]","

Crust: Graham crackers, butter, sugar,
Filling: Cream cheese, sugar, eggs, vanilla extract, strawberry jam,
Topping: Fresh strawberries, whipped cream"
568,layer cookies,"[""'margarine'"", ""'graham crackers'"", ""'coconut'"", ""'chocolate chips'"", ""'butterscotch chips'"", ""'condensed milk'"", ""'pecans'""]","

Flour, sugar, butter, eggs, baking powder, vanilla extract, salt, chocolate chips"
569,the clergy special,"[""'tomatoes'"", ""'onions'"", ""'pepper'"", ""'cheese'"", ""'ham'"", ""'sausage'"", ""'pepperoni'""]","

Onion, celery, carrots, potatoes, parsley, thyme, bay leaves, garlic, beef stock, red wine, Worcestershire sauce, tomato paste, beef chuck roast."
570,thomas jefferson s macaroni and cheese pudding,"[""'butter'"", ""'flour'"", ""'milk'"", ""'cheddar cheese'"", ""'elbow macaroni'"", ""'salt'"", ""'pepper'""]","

Butter, macaroni, flour, milk, eggs, cheddar cheese, nutmeg, salt, pepper"
571,broccoli almond,"[""'broccoli'"", ""'onion'"", ""'butter'"", ""'flour'"", ""'milk'"", ""'salt'"", ""'pepper'"", ""'eggs'"", ""'bread crumbs'"", ""'butter'"", ""'almonds'""]","

Broccoli, Almonds, Olive Oil, Salt, Pepper"
572,blueberry muffins,"[""'sugar'"", ""'butter'"", ""'egg'"", ""'flour'"", ""'baking powder'"", ""'salt'"", ""'cinnamon'"", ""'nutmeg'"", ""'vanilla'"", ""'blueberries'""]","

Flour, sugar, baking powder, baking soda, salt, butter, eggs, milk, vanilla extract, blueberries"
573,baked pork tenderloin,"[""'pork tenderloin'"", ""'salt'"", ""'pepper'"", ""'bacon'"", ""'apple juice'"", ""'cinnamon'"", ""'cloves'""]","

Pork tenderloin, olive oil, garlic, rosemary, thyme, salt, pepper, paprika, onion powder, garlic powder"
574,spinach layer salad,"[""'spinach'"", ""'eggs'"", ""'bacon bits'"", ""'frozen peas'"", ""'red onion'"", ""'swiss cheese'"", ""'sour cream'"", ""'mayonnaise'""]","

Spinach, Bacon, Red Onion, Hard-Boiled Egg, Avocado, Feta Cheese, Olive Oil, Lemon Juice, Salt, Pepper."
575,hot crab meat dip,"[""'cream cheese'"", ""'crab meat'"", ""'worcestershire sauce'"", ""'lemon juice'"", ""'sherry cooking wine'""]","

Cream cheese, mayonnaise, crab meat, garlic, onion, Worcestershire sauce, lemon juice, parsley, paprika, salt, pepper."
576,baked cabbage,"[""'ground chuck'"", ""'onion'"", ""'rice'"", ""'salt'"", ""'cabbage'"", ""'pepper'"", ""'tomato soup'"", ""'water'"", ""'mozzarella cheese'""]","

Cabbage, Olive Oil, Salt, Pepper, Garlic, Onion, Thyme, Paprika, Parsley"
577,mixed vegetable casserole,"[""'mixed vegetables'"", ""'celery'"", ""'onions'"", ""'cheese'"", ""'mayonnaise'"", ""'salt'""]","

Carrots, Potatoes, Broccoli, Peas, Onion, Garlic, Olive Oil, Salt, Pepper"
578,taffy apple salad,"[""'pineapple'"", ""'marshmallows'"", ""'egg'"", ""'white vinegar'"", ""'sugar'"", ""'flour'"", ""'peanuts'"", ""'unpeeled apples'""]","

Apples, Celery, Walnuts, Raisins, Mayonnaise, Brown Sugar, Cinnamon, Salt."
579,fresh apple cake,"[""'wesson oil'"", ""'sugar'"", ""'eggs'"", ""'flour'"", ""'baking powder'"", ""'baking soda'"", ""'cinnamon'"", ""'vanilla'"", ""'pecans'"", ""'salt'"", ""'red apples'""]","

Flour, Sugar, Baking Powder, Salt, Apples, Butter, Eggs, Vanilla Extract, Cinnamon, Nutmeg"
580,chicken   spaghetti casserole,"[""'onion'"", ""'celery'"", ""'chicken broth'"", ""'garlic'"", ""'chicken breasts'"", ""'bell pepper'"", ""'tomatoes'"", ""'red pepper'""]","

Chicken, spaghetti, onion, garlic, mushrooms, bell peppers, tomato sauce, Italian seasoning, Parmesan cheese, mozzarella cheese, olive oil."
581,old fashioned strawberry shortcake,"[""'shortening'"", ""'sugar'"", ""'eggs'"", ""'sweet milk'"", ""'vanilla flavoring'"", ""'flour'""]","

Strawberries, Flour, Sugar, Baking Powder, Salt, Butter, Milk, Heavy Cream, Vanilla Extract"
582,chicken  broccoli and cheese casserole,"[""'fresh broccoli'"", ""'chicken breasts'"", ""'broccoli'"", ""'milk'"", ""'cheddar cheese'""]","

Chicken, Broccoli, Cheese, Cream of Chicken Soup, Milk, Onion, Garlic, Salt, Pepper, Butter, Breadcrumbs"
583,peach cobbler,"[""'sugar'"", ""'milk'"", ""'flour'"", ""'peaches'"", ""'butter'""]","

Peaches, Flour, Sugar, Baking Powder, Salt, Butter, Milk, Cinnamon, Nutmeg"
584,party wieners,"[""'mustard'"", ""'grape jelly'""]","

Beef, Water, Salt, Corn Syrup, Paprika, Dextrose, Spices, Sodium Phosphate, Garlic Powder, Sodium Erythorbate, Sodium Nitrite"
585,cabbage soup,"[""'butter'"", ""'cabbage'"", ""'onions'"", ""'flour'"", ""'water'"", ""'condensed chicken'"", ""'tomatoes'"", ""'lemon juice'"", ""'sugar'"", ""'salt'"", ""'pepper'"", ""'caraway seed'""]","

Cabbage, Onion, Carrot, Celery, Tomato, Vegetable Stock, Garlic, Olive Oil, Salt, Pepper"
586,cherry congealed salad,"[""'cherry pie filling'"", ""'pineapple'"", ""'milk'""]","

Cherries, pineapple, marshmallows, cream cheese, sour cream, sugar, lemon juice, walnuts"
587,hot sauce to can,"[""'tomatoes'"", ""'onions'"", ""'vinegar'"", ""'sugar'"", ""'peppers'""]","

Vinegar, Hot Peppers, Salt, Garlic, Onion, Spices, Sugar, Water"
588,yellow cake delicious with just a dusting of powdered sugar,"[""'all-purpose'"", ""'sugar'"", ""'baking powder'"", ""'milk'"", ""'margarine'"", ""'anise'"", ""'eggs'""]","

Flour, sugar, butter, eggs, baking powder, salt, milk, vanilla extract, powdered sugar"
589,microwave zucchini beef bake,"[""'olive oil'"", ""'zucchini'"", ""'ground sirloin'"", ""'onion'"", ""'garlic'"", ""'tomato sauce'"", ""'salt'"", ""'cinnamon'"", ""'pepper'"", ""'low-fat cottage cheese'"", ""'egg'"", ""'parmesan cheese'""]","

Ground beef, zucchini, onion, garlic, tomato sauce, Italian seasoning, salt, pepper, mozzarella cheese."
590,pumpkin dream pie,"[""'dream whip'"", ""'milk'"", ""'vanilla'"", ""'milk'"", ""'jell-o instant vanilla pudding'"", ""'pumpkin'"", ""'pumpkin pie spice'"", ""'shell'""]","

Pumpkin puree, evaporated milk, eggs, sugar, salt, ground cinnamon, ground ginger, ground nutmeg, pie crust"
591,dill rye bread dip,"[""'sour cream'"", ""'parsley flakes'"", ""'monde'"", ""'dill weed'"", ""'mayonnaise'"", ""'onion'"", ""'corned beef'"", ""'bread'""]","

Cream cheese, dill, rye bread, garlic, onion, parsley, lemon juice, olive oil"
592,brown rice,"[""'butter'"", ""'rice'"", ""'white onion'"", ""'cream of mushroom soup'"", ""'beef bouillon'""]","

Brown Rice, Water, Salt"
593,jane s cheese cake,"[""'cream cheese'"", ""'eggs'"", ""'vanilla'"", ""'sugar'"", ""'sour cream'"", ""'sugar'"", ""'vanilla'""]","

Cream cheese, sugar, eggs, vanilla extract, graham cracker crumbs, butter, sour cream, heavy cream, lemon juice."
594,tomato soup cake,"[""'shortening'"", ""'sugar'"", ""'tomato soup'"", ""'water'"", ""'flour'"", ""'baking powder'"", ""'baking soda'"", ""'cloves'"", ""'nutmeg'"", ""'cinnamon'"", ""'raisins'"", ""'nuts'""]","

Flour, sugar, baking powder, baking soda, salt, butter, eggs, tomato soup, milk, vanilla extract"
595,spicy home fried potatoes,"[""'red potatoes'"", ""'onion'"", ""'butter'"", ""'red cayenne pepper'"", ""'white pepper'"", ""'black pepper'"", ""'garlic'"", ""'basil'"", ""'spanish paprika'"", ""'salt'""]","

Potatoes, Olive Oil, Chili Powder, Paprika, Garlic Powder, Onion Powder, Salt, Pepper"
596,hot sausage pick ups,"[""'sharp cheese'"", ""'biscuit mix'"", ""'sausage'""]","

Ground pork, beef, salt, pepper, garlic powder, paprika, sugar, sage, nutmeg, red pepper flakes"
597,light and crunchy chicken salad,"[""'chicken'"", ""'apple'"", ""'green pepper'"", ""'celery'"", ""'onion'"", ""'italian salad dressing'"", ""'lite-line cheese'"", ""'lettuce leaves'""]","

Chicken, celery, onion, mayonnaise, lemon juice, parsley, salt, pepper, almonds, walnuts, grapes."
598,peanut butter fudge,"[""'milk'"", ""'chunky peanut butter'"", ""'light'"", ""'brown sugar'"", ""'salt'"", ""'powdered sugar'""]","

Butter, sugar, peanut butter, vanilla extract, milk, salt."
599,scotch broth,"[""'meaty soup bones'"", ""'peppercorns'"", ""'carrots'"", ""'celery'"", ""'pearl barley'"", ""'water'"", ""'salt'"", ""'turnips'"", ""'onion'""]","

Carrots, Onions, Celery, Potatoes, Pearl Barley, Stock, Parsley, Thyme, Bay Leaf, Salt, Pepper"
600,peaches and cream cheesecake,"[""'flour'"", ""'baking powder'"", ""'salt'"", ""'butter'"", ""'milk'"", ""'sugar'"", ""'vanilla pudding'"", ""'peaches'"", ""'egg'"", ""'sugar'"", ""'cream cheese'"", ""'cinnamon'""]","

Crust: Graham crackers, butter, sugar,
Filling: Cream cheese, sugar, eggs, vanilla extract, peaches,
Topping: Heavy cream, sugar, peaches."
601,ragu cheese potatoes,"[""'white potatoes'"", ""'cheese sauce'"", ""'milk'"", ""'salt'"", ""'cheddar cheese'""]","

Potatoes, cheese, butter, milk, garlic, onion, parsley, salt, pepper."
602,chicken casserole,"[""'bread'"", ""'chicken'"", ""'mushrooms'"", ""'water chestnuts'"", ""'eggs'"", ""'milk'"", ""'mayonnaise'"", ""'salt'"", ""'american cheese'"", ""'cream of celery soup'"", ""'cream of mushroom soup'"", ""'oleo'"", ""'pimentos'""]","

Chicken, onion, celery, carrots, mushrooms, garlic, thyme, bay leaves, chicken broth, cream of mushroom soup, butter, flour, salt, pepper."
603,cherry wink cookies,"[""'shortening'"", ""'sugar'"", ""'eggs'"", ""'milk'"", ""'vanilla'"", ""'cherries'"", ""'dates'"", ""'flour'"", ""'soda'"", ""'baking powder'"", ""'salt'"", ""'corn flakes'""]","

Flour, sugar, butter, eggs, baking powder, salt, vanilla extract, almond extract, maraschino cherries"
604,chocolate icing,"[""'sugar'"", ""'milk'"", ""'cocoa'"", ""'butter'"", ""'vanilla'""]","

Butter, cocoa powder, powdered sugar, milk, vanilla extract"
605,bourbon pound cake,"[""'butter'"", ""'sugar'"", ""'eggs'"", ""'cake flour'"", ""'bourbon'"", ""'almond extract'"", ""'vanilla extract'"", ""'pecans'""]","

Butter, sugar, eggs, all-purpose flour, baking powder, salt, bourbon, vanilla extract, milk"
606,beef and green beans,"[""'beef'"", ""'green beans'"", ""'garlic'"", ""'salt'"", ""'soy sauce'"", ""'onion'"", ""'pepper'"", ""'rice'"", ""'oil'"", ""'water'"", ""'tomato'""]","

Beef, green beans, olive oil, garlic, onion, salt, pepper"
607,persimmon cookies,"[""'persimmon pulp'"", ""'shortening'"", ""'sugar'"", ""'egg'"", ""'flour'"", ""'nuts'"", ""'cinnamon'"", ""'cloves'"", ""'nutmeg'"", ""'salt'"", ""'baking soda'"", ""'raisins'""]","

Flour, baking soda, baking powder, salt, butter, sugar, eggs, persimmon puree, vanilla extract, cinnamon, nutmeg, allspice, cloves, walnuts, raisins"
